Time,GN07N_MAIN_POWER,GN07N_SUB_POWER,GN07N_TEMP,GN07N_HIGH_TEMP,GN07N_MID_TEMP,GN07N_LOW_TEMP,GN07N_OVER_TEMP,GN07N_GAS_NRG,GN07N_GAS_AMM,GN07N_GAS_CDO,GN07N_PPIT,GN05N_MAIN_POWER,GN05M_MAIN_POWER,GN05M_TEMP,GN05M_HIGH_TEMP,GN05M_LOW_TEMP,GN05M_OVER_TEMP,GN05M_GAS_NRG,GN05M_GAS_AMM,GN05M_GAS_CDO,GN04N_MAIN_POWER,GN04M_MAIN_POWER,GN04M_TEMP,GN04M_HIGH_TEMP,GN04M_MID_TEMP,GN04M_LOW_TEMP,GN04M_OVER_TEMP,GN04M_GAS_NRG,GN04M_GAS_AMM,GN04M_GAS_CDO,GN03N_MAIN_POWER,GN02N_MAIN_POWER,GN02N_TEMP,GN02N_HIGH_TEMP,GN02N_MID_TEMP,GN02N_LOW_TEMP,GN02N_OVER_TEMP,GN02N_GAS_NRG,GN02N_GAS_AMM,GN02N_GAS_CDO,GN02N_PPIT
2022-01-02_10:02:00,9769.05,304,19.7,490,491,491,498,0,73.7,0,1,1837.54,158,0,519,520,529,0,77.5,0,8727.67,0,0,40,41,40,37,0,0,0,7.1,158,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:01,9816.95,306,19.9,490,491,491,498,0,73.7,0,1,1837.63,157,0,519,520,529,0,77.4,0,7499.64,0,0,40,41,40,37,0,0,0,7.8,157,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:02,9777.4,302,19.9,490,491,491,498,0,73.7,0,1,1834.71,156,0,520,520,529,0,77.5,0,7104.64,0,0,40,41,40,37,0,0,0,7.3,156,0,520,521,520,529,0,77.5,0,2
2022-01-02_10:02:03,9787.23,303,19.9,490,491,491,498,0,73.7,0,1,1836.63,157,0,519,520,529,0,77.4,0,7540.68,0,0,40,41,40,37,0,0,0,7.5,157,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:04,9816.72,304,20,490,491,491,498,0,73.6,0,1,1830.5,157,0,519,519,529,0,77.5,0,9027.2,0,0,40,41,40,37,0,0,0,7,157,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:02:05,9807.2,303,19.6,490,491,491,498,0,73.7,0,1,1832.52,157,0,519,520,529,0,77.5,0,8242.37,0,0,40,41,40,37,0,0,0,7.4,157,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:06,9803.77,304,19.8,490,491,491,498,0,73.6,0,1,1829.07,158,0,519,520,529,0,77.5,0,7240.84,0,0,40,41,40,37,0,0,0,6.6,158,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:07,9730.43,304,19.7,490,491,491,498,0,73.6,0,1,1834.13,158,0,519,520,529,0,77.5,0,7135.66,0,0,40,41,40,37,0,0,0,7.3,158,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:08,9779.28,304,19.8,490,491,491,498,0,73.6,0,1,1829.53,158,0,519,520,529,0,77.5,0,7677.95,0,0,40,41,40,37,0,0,0,7.5,158,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:09,9742.88,303,19.9,490,491,491,498,0,73.6,0,1,1839.57,158,0,519,519,529,0,77.4,0,9076.72,0,0,40,41,40,37,0,0,0,7.5,158,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:02:10,9728.87,303,19.8,490,491,491,498,0,73.7,0,1,1832.19,156,0,519,520,529,0,77.5,0,7882.95,0,0,40,41,40,37,0,0,0,7.6,156,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:11,9804.83,302,19.8,490,491,491,498,0,73.7,0,1,1830.45,155,0,519,520,529,0,77.5,0,7071.96,0,0,40,41,40,37,0,0,0,7.2,155,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:12,9767.91,301,19.8,490,491,491,498,0,73.8,0,1,1825.6,157,0,519,520,529,0,77.4,0,7177.53,0,0,40,41,40,37,0,0,0,7.1,157,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:13,9717.16,303,19.7,490,491,491,498,0,73.7,0,1,1832.82,157,0,519,520,529,0,77.3,0,7962.81,0,0,40,41,40,37,0,0,0,7.3,157,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:02:14,9756.26,303,19.9,490,491,491,498,0,73.7,0,1,2404.35,156,0,519,520,529,0,77.4,0,8896.38,0,0,40,41,40,37,0,0,0,7.7,156,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:15,9775.19,303,19.6,490,491,491,498,0,73.8,0,1,2115.73,157,0,519,519,529,0,77.4,0,7634.63,0,0,40,41,40,37,0,0,0,7.6,157,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:02:16,9759.99,306,19.9,490,491,491,498,0,73.8,0,1,2112.95,156,0,519,520,529,0,77.4,0,7073.44,0,0,40,41,40,37,0,0,0,7.5,156,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:17,9819.8,310,19.6,490,491,491,498,0,73.8,0,1,2107.85,156,0,519,520,529,0,77.3,0,7237.17,0,0,40,41,40,37,0,0,0,6.3,156,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:02:18,9810.5,302,19.7,490,491,491,498,0,73.5,0,1,2107.05,155,0,519,520,529,0,77.4,0,7947.89,0,0,40,41,40,37,0,0,0,6.3,155,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:19,9870.04,302,19.8,490,491,491,498,0,73.5,0,1,2105.97,155,0,519,520,529,0,77.5,0,8941.8,0,0,40,41,40,37,0,0,0,7.2,155,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:20,9807.4,308,19.6,490,491,491,498,0,73.5,0,1,2108.89,158,0,519,520,529,0,77.5,0,7629.78,0,0,40,41,40,37,0,0,0,7.4,158,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:21,9851.97,303,20,490,491,491,498,0,73.5,0,1,139.44,161,0,519,519,529,0,77.5,0,7155.98,0,0,40,41,40,37,0,0,0,7.1,161,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:02:22,9805.5,300,19.6,490,490,491,498,0,73.7,0,1,1475.75,160,0,519,519,529,0,77.5,0,7123.22,0,0,40,41,40,37,0,0,0,6.9,160,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:02:23,9860.44,309,19.9,490,490,491,498,0,73.7,0,1,1472.47,157,0,519,520,529,0,77.5,0,8044.47,0,0,40,41,40,37,0,0,0,6.2,157,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:24,9829.25,308,19.9,490,490,491,498,0,73.8,0,1,1476.17,156,0,519,520,529,0,77.6,0,8696.24,0,0,40,41,40,37,0,0,0,6.3,156,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:02:25,9886.23,306,19.6,490,491,491,498,0,73.7,0,1,1476.78,157,0,519,520,529,0,77.5,0,7446.76,0,0,40,41,40,37,0,0,0,6.9,157,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:26,9872.15,308,20,490,491,491,498,0,73.9,0,1,1468.58,156,0,519,520,529,0,77.5,0,6984.72,0,0,40,41,40,37,0,0,0,7,156,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:27,9881.2,306,19.6,490,491,491,498,0,73.8,0,1,1465.88,156,0,519,519,529,0,77.5,0,7180.21,0,0,40,41,40,37,0,0,0,6.6,156,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:02:28,9908.67,307,19.6,490,491,491,498,0,73.9,0,1,1469.1,158,0,519,519,529,0,77.3,0,8257.7,0,0,40,41,40,37,0,0,0,5.5,158,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:02:29,9899.34,309,19.9,490,491,491,498,0,73.9,0,1,1469.83,157,0,519,519,529,0,77.4,0,8282.65,0,0,40,41,40,37,0,0,0,6.6,157,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:02:30,9892.49,309,19.6,490,490,491,498,0,73.9,0,1,1466.47,156,0,519,519,529,0,77.4,0,7242.96,0,0,40,41,40,37,0,0,0,6.3,156,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:02:31,9945.35,306,19.9,490,491,491,498,0,73.9,0,1,1459.35,159,0,519,519,529,0,77.4,0,7096.88,0,0,40,41,40,37,0,0,0,5.7,159,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:02:32,9980.01,303,19.8,490,491,491,498,0,73.9,0,1,137.18,160,0,519,519,529,0,77.2,0,7547.56,0,0,40,41,40,37,0,0,0,6.2,160,0,519,521,519,529,0,77.2,0,2
2022-01-02_10:02:33,9944.02,309,19.9,490,491,491,498,0,73.9,0,1,137.56,159,0,519,519,529,0,77.4,0,8855.5,0,0,40,41,40,37,0,0,0,6.8,159,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:02:34,9942.48,310,19.8,490,491,491,498,0,73.9,0,1,137.79,159,0,519,520,529,0,77.4,0,7741.78,0,0,40,41,40,37,0,0,0,6.2,159,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:35,9869.6,308,19.8,490,491,491,498,0,73.9,0,1,138.49,157,0,519,519,529,0,77.5,0,7144.05,0,0,40,41,40,37,0,0,0,5.5,157,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:02:36,9864.95,308,19.8,490,491,491,498,0,73.9,0,1,137.71,156,0,519,519,529,0,77.5,0,7157.57,0,0,40,41,40,37,0,0,0,6.1,156,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:02:37,9905.84,307,19.8,490,491,491,498,0,73.9,0,1,137.08,155,0,519,519,529,0,77.4,0,8088.28,0,0,40,41,40,37,0,0,0,4.5,155,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:02:38,9827.45,304,19.8,490,491,491,498,0,73.8,0,1,137.74,156,0,519,519,529,0,77.4,0,8465.01,0,0,40,41,40,37,0,0,0,5.4,156,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:02:39,9825.51,302,19.8,490,491,491,498,0,73.8,0,1,141.48,158,0,519,519,529,0,77.4,0,7293.83,0,0,40,41,40,37,0,0,0,5.2,158,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:02:40,9841.96,303,19.6,490,491,491,498,0,73.9,0,1,138.1,157,0,519,520,529,0,77.5,0,7085.62,0,0,40,41,40,37,0,0,0,4.5,157,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:41,9792.51,303,19.9,490,491,491,498,0,73.8,0,1,138.52,156,0,519,520,529,0,77.6,0,7437.47,0,0,40,41,40,37,0,0,0,6,156,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:02:42,9843.12,301,19.7,490,491,491,498,0,73.9,0,1,138.37,155,0,519,520,529,0,77.5,0,8756,0,0,40,41,40,37,0,0,0,5.7,155,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:43,9776.2,301,19.8,490,491,491,498,0,73.8,0,1,136.83,157,0,519,520,529,0,77.5,0,7731.1,0,0,40,41,40,37,0,0,0,5.5,157,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:44,9769.58,301,19.9,490,491,491,498,0,73.8,0,1,137.13,156,0,519,520,529,0,77.5,0,7142.33,0,0,40,41,40,37,0,0,0,5.7,156,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:45,9781.55,303,19.7,490,491,491,498,0,73.8,0,1,138.48,155,0,519,520,529,0,77.6,0,7219.07,0,0,40,41,40,37,0,0,0,5.7,155,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:02:46,9877.36,307,19.9,490,491,491,498,0,73.8,0,1,137.53,153,0,519,520,529,0,77.5,0,8169.01,0,0,40,41,40,37,0,0,0,6.4,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:47,9818.03,307,19.7,490,491,491,498,0,73.8,0,1,1661.09,153,0,519,520,529,0,77.5,0,8381.05,0,0,40,41,40,37,0,0,0,6.3,153,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:48,9830.31,304,19.9,490,491,491,498,0,73.6,0,1,1835.99,155,0,519,520,529,0,77.6,0,7216.4,0,0,40,41,40,37,0,0,0,6.3,155,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:02:49,9859.3,303,19.9,490,491,491,498,0,73.6,0,1,1830.24,156,0,519,520,529,0,77.6,0,7009.75,0,0,40,41,40,37,0,0,0,6.6,156,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:02:50,9870.93,304,19.8,490,491,491,498,0,73.9,0,1,1829.26,156,0,519,520,529,0,77.5,0,7484.14,0,0,40,41,40,37,0,0,0,6.9,156,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:51,9905.15,307,20,490,491,491,498,0,73.9,0,1,1829.24,155,0,519,520,529,0,77.5,0,8556.75,0,0,40,41,40,37,0,0,0,7.4,155,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:52,9917.33,307,19.8,490,491,491,498,0,73.8,0,1,1829.9,154,0,519,520,529,0,77.5,0,7535.69,0,0,40,41,40,37,0,0,0,6.5,154,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:02:53,9946.27,309,19.6,490,491,491,498,0,73.8,0,1,1830.31,155,0,519,520,529,0,77.4,0,7031.24,0,0,40,41,40,37,0,0,0,7.6,155,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:54,9935.41,304,20,490,491,491,498,0,73.8,0,1,1833.44,157,0,519,520,529,0,77.3,0,7235.25,0,0,40,41,40,37,0,0,0,6.9,157,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:02:55,9841.47,303,19.7,490,491,491,498,0,73.9,0,1,1832.04,157,0,519,520,529,0,77.4,0,8395.31,0,0,40,41,40,37,0,0,0,8,157,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:56,9839.08,307,20,490,491,491,498,0,73.9,0,1,1831.99,157,0,519,520,529,0,77.4,0,7840.94,0,0,40,41,40,37,0,0,0,6.9,157,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:57,9804.95,303,19.6,490,491,491,498,0,73.8,0,1,1826.79,160,0,519,520,529,0,77.4,0,6997.17,0,0,40,41,40,37,0,0,0,6.5,160,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:02:58,9771.69,300,19.8,490,491,491,498,0,73.8,0,1,1828.49,160,0,519,519,529,0,77.5,0,7053.93,0,0,40,41,40,37,0,0,0,7,160,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:02:59,9720.86,302,19.7,490,491,491,498,0,73.9,0,1,1828.17,159,0,519,520,529,0,77.5,0,7924.57,0,0,40,41,40,37,0,0,0,7.2,159,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:03:00,9752,303,19.8,490,491,491,498,0,73.7,0,1,1827.81,159,0,519,520,529,0,77.4,0,8257.66,0,0,40,41,40,37,0,0,0,6.7,159,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:01,9752.57,304,19.9,490,491,491,498,0,73.7,0,1,1824.85,160,0,519,520,529,0,77.5,0,7211.45,0,0,40,41,40,37,0,0,0,6,160,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:03:02,9734.52,304,19.9,490,491,491,498,0,73.6,0,1,1826.84,161,0,519,520,529,0,77.4,0,7054.56,0,0,40,41,40,37,0,0,0,6.3,161,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:03,9722.7,304,19.7,490,491,491,498,0,73.6,0,1,1957.63,162,0,519,520,529,0,77.3,0,7445.86,0,0,40,41,40,37,0,0,0,6.3,162,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:03:04,9729.96,301,20,490,491,491,498,0,73.4,0,1,2104.05,162,0,519,520,529,0,77.3,0,8686.59,0,0,40,41,40,37,0,0,0,6.4,162,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:03:05,9762.53,302,19.6,490,491,491,498,0,73.4,0,1,2099.19,161,0,519,520,529,0,77.3,0,7629.76,0,0,40,41,40,37,0,0,0,6.5,161,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:03:06,9754.26,306,19.9,490,491,491,498,0,73.4,0,1,2100.25,162,0,519,519,529,0,77.3,0,7047.25,0,0,40,41,40,37,0,0,0,6.8,162,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:03:07,9761.82,307,19.6,490,491,491,498,0,73.4,0,1,2096.65,163,0,519,520,529,0,77.3,0,7140.02,0,0,40,41,40,37,0,0,0,6.5,163,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:03:08,9787.49,302,20,490,491,491,498,0,73.4,0,1,2096.95,164,0,519,520,529,0,77.5,0,7955.65,0,0,40,41,40,37,0,0,0,7.3,164,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:03:09,9768.43,307,19.8,490,491,491,498,0,73.4,0,1,2103.45,165,0,519,520,529,0,77.5,0,8343.38,0,0,40,41,40,37,0,0,0,6.3,165,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:03:10,9793.71,308,19.6,490,491,491,498,0,73.9,0,1,163.91,163,0,519,520,529,0,77.4,0,7229.5,0,0,40,41,40,37,0,0,0,5.9,163,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:11,9865.17,298,20,490,491,491,498,0,73.8,0,1,1475.81,162,0,519,519,529,0,77.5,0,6903.51,0,0,40,41,40,37,0,0,0,6.8,162,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:03:12,9794.85,296,19.6,490,491,491,498,0,73.8,0,1,1471.96,163,0,519,520,529,0,77.6,0,7020.59,0,0,40,41,40,37,0,0,0,6.5,163,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:03:13,9774.02,297,20,490,491,491,498,0,73.8,0,1,1471.5,163,0,519,520,529,0,77.6,0,7683.67,0,0,40,41,40,37,0,0,0,5.7,163,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:03:14,9778.54,296,20,490,491,491,498,0,73.9,0,1,1469.23,161,0,519,520,529,0,77.5,0,8254.97,0,0,40,41,40,37,0,0,0,6.2,161,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:03:15,9716.64,298,19.6,490,491,491,498,0,73.8,0,1,1466.75,162,0,519,520,529,0,77.5,0,7289.03,0,0,40,41,40,37,0,0,0,6,162,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:03:16,9724.16,300,20,490,491,491,498,0,73.8,0,1,1466.07,165,0,519,520,529,0,77.4,0,6880.38,0,0,40,41,40,37,0,0,0,5.6,165,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:17,9677.56,298,19.7,490,491,491,498,0,73.9,0,1,1463.1,166,0,519,520,529,0,77.4,0,6923.12,0,0,40,41,40,37,0,0,0,5.5,166,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:18,9684.24,296,19.8,490,491,491,498,0,73.9,0,1,1463.22,162,0,519,520,529,0,77.4,0,7448.79,0,0,40,41,40,37,0,0,0,6.1,162,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:19,9734.86,300,19.9,490,491,491,498,0,73.9,0,1,1466.81,161,0,519,519,529,0,77.3,0,8467.96,0,0,40,41,40,37,0,0,0,6.3,161,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:03:20,9798.17,307,19.6,490,491,491,498,0,74,0,1,1468.04,165,0,519,520,529,0,77.3,0,7586.59,0,0,40,41,40,37,0,0,0,6.6,165,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:03:21,9798.34,306,20,490,491,491,498,0,74,0,1,412.12,163,0,519,519,529,0,77.4,0,6952.18,0,0,40,41,40,37,0,0,0,6.7,163,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:22,9876.16,308,19.8,490,491,491,498,0,73.9,0,1,137.18,161,0,519,520,529,0,77.3,0,6984.41,0,0,40,41,40,37,0,0,0,6.3,161,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:03:23,9857.64,306,19.7,490,491,491,498,0,73.9,0,1,137.4,162,0,519,519,529,0,77.2,0,7608.15,0,0,40,41,40,37,0,0,0,6.3,162,0,519,521,519,529,0,77.2,0,2
2022-01-02_10:03:24,9819.33,304,19.9,490,491,491,498,0,73.9,0,1,137.65,162,0,519,520,529,0,77.3,0,8565.76,0,0,40,41,40,37,0,0,0,5.7,162,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:03:25,9783.43,304,19.6,490,491,491,498,0,73.8,0,1,137.71,161,0,519,520,529,0,77.3,0,7381.07,0,0,40,41,40,37,0,0,0,5.1,161,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:03:26,9751.86,302,20,490,491,491,498,0,73.9,0,1,138.34,163,0,519,520,529,0,77.4,0,7022.69,0,0,40,41,40,37,0,0,0,5.2,163,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:27,9751.34,307,19.9,490,491,491,498,0,73.9,0,1,138.3,163,0,519,519,529,0,77.3,0,7058.33,0,0,40,41,40,37,0,0,0,5.8,163,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:03:28,9747.99,304,20,490,491,491,498,0,73.8,0,1,138.99,162,0,519,520,529,0,77.4,0,7955.73,0,0,40,41,40,37,0,0,0,5.6,162,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:29,9741.63,304,19.7,490,491,491,498,0,73.8,0,1,137.86,164,0,519,520,529,0,77.5,0,8396.91,0,0,40,41,40,37,0,0,0,6.7,164,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:03:30,9799.02,307,20,490,491,491,498,0,73.6,0,1,136.37,162,0,519,519,529,0,77.4,0,7138.12,0,0,40,41,40,37,0,0,0,5.4,162,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:31,9783.39,303,19.9,490,491,491,498,0,73.6,0,1,137.52,162,0,519,520,529,0,77.3,0,6930.27,0,0,40,41,40,37,0,0,0,6.8,162,0,519,521,520,529,0,77.3,0,2
2022-01-02_10:03:32,9740.3,300,19.8,490,491,491,498,0,73.6,0,1,139.92,164,0,519,519,529,0,77.4,0,7291.43,0,0,40,41,40,37,0,0,0,6,164,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:33,9689.67,303,19.9,490,491,491,498,0,73.6,0,1,138.24,162,0,519,520,529,0,77.4,0,8495.89,0,0,40,41,40,37,0,0,0,5.3,162,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:34,9711.62,303,19.6,490,491,491,498,0,73.5,0,1,139.64,162,0,519,520,529,0,77.6,0,7839.99,0,0,40,41,40,37,0,0,0,6.3,162,0,519,521,520,529,0,77.6,0,2
2022-01-02_10:03:35,9739.24,302,19.9,490,491,491,498,0,73.6,0,1,138.37,163,0,519,520,529,0,77.4,0,7007.63,0,0,40,41,40,37,0,0,0,5.7,163,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:36,9762.54,304,19.6,490,491,491,498,0,73.7,0,1,137.08,161,0,519,520,529,0,77.4,0,7026.74,0,0,40,41,40,37,0,0,0,6.5,161,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:37,9807.86,309,19.7,490,491,491,498,0,73.7,0,1,1709.83,160,0,519,520,529,0,77.4,0,7746.92,0,0,40,41,40,37,0,0,0,6.5,160,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:38,9875.75,312,20,490,491,491,498,0,74,0,1,1836.38,161,0,519,520,529,0,77.5,0,8583.71,0,0,40,41,40,37,0,0,0,6.1,161,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:03:39,9933.35,313,19.8,490,491,491,498,0,74,0,1,1835.21,162,0,519,519,529,0,77.5,0,7361.1,0,0,40,41,40,37,0,0,0,6,162,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:03:40,9946.13,312,20,490,491,491,498,0,73.9,0,1,1838.25,162,0,519,519,529,0,77.4,0,6929.16,0,0,40,41,40,37,0,0,0,6.9,162,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:41,9956.95,309,19.8,490,491,491,498,0,74,0,1,1833.62,161,0,519,519,529,0,77.3,0,7192.06,0,0,40,41,40,37,0,0,0,7,161,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:03:42,9975.1,309,19.9,490,491,491,498,0,73.9,0,1,1830.98,159,0,519,519,529,0,77.4,0,8344.54,0,0,40,41,40,37,0,0,0,6.2,159,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:43,9962.8,313,20,490,491,491,498,0,73.9,0,1,1831.67,161,0,519,519,529,0,77.4,0,7789.73,0,0,40,41,40,37,0,0,0,8,161,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:44,9987.7,309,19.7,490,491,491,498,0,74,0,1,1831.81,163,0,519,519,529,0,77.3,0,7002.7,0,0,40,41,40,37,0,0,0,6.6,163,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:03:45,9903.85,306,19.9,490,491,491,498,0,73.9,0,1,1829.08,161,0,519,519,529,0,77.4,0,6988.3,0,0,40,41,40,37,0,0,0,6.9,161,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:46,9885.51,303,19.6,490,491,491,498,0,73.9,0,1,1828.39,160,0,519,519,529,0,77.3,0,7697.51,0,0,40,41,40,37,0,0,0,7.2,160,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:03:47,9847.23,304,19.8,490,491,491,498,0,73.9,0,1,1830.09,162,0,519,519,529,0,77.3,0,8619.92,0,0,40,41,40,37,0,0,0,6.7,162,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:03:48,9805.4,309,19.7,490,491,491,498,0,73.9,0,1,1829.52,162,0,519,519,529,0,77.4,0,7540.68,0,0,40,41,40,37,0,0,0,6.6,162,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:49,9818.62,304,19.7,490,491,491,498,0,73.9,0,1,1820,160,0,519,519,529,0,77.4,0,7042.97,0,0,40,41,40,37,0,0,0,6.3,160,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:50,9830.25,302,20,490,491,491,498,0,73.8,0,1,1849.7,160,0,519,520,529,0,77.4,0,7127.95,0,0,40,41,40,37,0,0,0,6.2,160,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:51,9816.89,304,19.9,490,491,491,498,0,73.9,0,1,1851.17,162,0,519,519,529,0,77.4,0,8133.77,0,0,40,41,40,37,0,0,0,6.6,162,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:52,9818.61,304,19.7,490,491,491,498,0,73.9,0,1,386.66,163,0,519,519,529,0,77.3,0,8469.89,0,0,40,41,40,37,0,0,0,5.5,163,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:03:53,9814.6,306,19.9,490,491,491,498,0,73.9,0,1,948.47,164,0,519,519,529,0,77.3,0,7450.62,0,0,40,41,40,37,0,0,0,6.5,164,0,519,521,519,529,0,77.3,0,2
2022-01-02_10:03:54,9867.61,312,19.8,490,491,491,498,0,73.9,0,1,2132.24,163,0,519,519,529,0,77.4,0,7138.67,0,0,40,41,40,37,0,0,0,6.1,163,0,519,521,519,529,0,77.4,0,2
2022-01-02_10:03:55,9971.54,313,20,490,491,491,498,0,73.8,0,1,2128.31,163,0,519,519,529,0,77.5,0,7528.71,0,0,40,41,40,37,0,0,0,5.8,163,0,519,521,519,529,0,77.5,0,2
2022-01-02_10:03:56,9987.11,310,19.6,490,491,491,498,0,73.9,0,1,2128.83,163,0,519,520,529,0,77.4,0,8735.38,0,0,40,41,40,37,0,0,0,6.2,163,0,519,521,520,529,0,77.4,0,2
2022-01-02_10:03:57,10008.6,313,20,490,491,491,498,0,73.8,0,1,2118.21,162,0,519,520,529,0,77.5,0,8576.75,0,0,40,41,40,37,0,0,0,6.1,162,0,519,521,520,529,0,77.5,0,2
2022-01-02_10:03:58,10015.9,312,20,490,490,491,498,0,73.7,0,1,2123.73,163,0,519,519,529,0,77.4,0,7329,0,0,40,41,40,37,0,0,0,6.7,163,0,519,521,519,529,0,77.4,0,2
