Time,GN07N_MAIN_POWER,GN07N_SUB_POWER,GN07N_TEMP,GN07N_HIGH_TEMP,GN07N_MID_TEMP,GN07N_LOW_TEMP,GN07N_OVER_TEMP,GN07N_GAS_NRG,GN07N_GAS_AMM,GN07N_GAS_CDO,GN07N_PPIT,GN05N_MAIN_POWER,GN05M_MAIN_POWER,GN05M_TEMP,GN05M_HIGH_TEMP,GN05M_LOW_TEMP,GN05M_OVER_TEMP,GN05M_GAS_NRG,GN05M_GAS_AMM,GN05M_GAS_CDO,GN04N_MAIN_POWER,GN04M_MAIN_POWER,GN04M_TEMP,GN04M_HIGH_TEMP,GN04M_MID_TEMP,GN04M_LOW_TEMP,GN04M_OVER_TEMP,GN04M_GAS_NRG,GN04M_GAS_AMM,GN04M_GAS_CDO,GN03N_MAIN_POWER,GN02N_MAIN_POWER,GN02N_TEMP,GN02N_HIGH_TEMP,GN02N_MID_TEMP,GN02N_LOW_TEMP,GN02N_OVER_TEMP,GN02N_GAS_NRG,GN02N_GAS_AMM,GN02N_GAS_CDO,GN02N_PPIT
2022-01-02_10:28:01,9674.23,298,20.2,490,490,491,498,0,73,0,1,1823.22,160,0,520,520,529,0,77,0,7246.72,0,0,40,40,40,36,0,0,0,7.2,160,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:02,9640.5,297,20.2,490,490,491,498,0,73.2,0,1,1826.14,161,0,520,520,529,0,76.9,0,10657.5,0,0,40,40,40,36,0,0,0,6.7,161,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:03,9602.87,297,20.1,490,490,491,498,0,73.3,0,1,1816.35,159,0,520,520,529,0,77,0,11042.4,0,0,40,40,40,36,0,0,0,6.7,159,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:04,9618.11,298,20,490,490,491,498,0,73,0,1,1820.31,159,0,520,519,529,0,76.9,0,9156.26,0,0,40,40,40,36,0,0,0,6.2,159,0,520,521,519,529,0,76.9,0,2
2022-01-02_10:28:05,9656.82,296,20.3,490,490,491,498,0,73,0,1,1831.23,161,0,520,520,529,0,77,0,8263.36,0,0,40,40,40,36,0,0,0,6.6,161,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:06,9624.29,291,20,490,490,491,498,0,73.1,0,1,1824.21,161,0,520,520,529,0,77,0,7415.39,0,0,40,40,40,36,0,0,0,5.6,161,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:07,9662.54,289,20.3,490,490,491,498,0,73.1,0,1,1812.2,160,0,520,520,529,0,76.9,0,7074.1,0,0,40,40,40,36,0,0,0,6.4,160,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:08,9621.23,290,20.1,490,490,491,498,0,73,0,1,1823.17,160,0,520,520,529,0,77,0,7368.15,0,0,40,40,40,36,0,0,0,6,160,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:09,9597.92,291,20.2,490,490,491,498,0,73,0,1,1834.06,161,0,520,520,529,0,77,0,8887.14,0,0,40,40,40,36,0,0,0,6.6,161,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:10,9581.25,292,20.2,490,490,491,498,0,73,0,1,1829.15,159,0,520,520,529,0,76.9,0,8368.35,0,0,40,40,40,36,0,0,0,6.2,159,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:11,9608.09,290,20.1,490,490,491,498,0,73,0,1,1829.76,158,0,520,520,529,0,76.8,0,7266.1,0,0,40,40,40,36,0,0,0,6.5,158,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:12,9578.9,290,20.3,490,490,491,498,0,73,0,1,1820.97,160,0,520,520,529,0,76.8,0,6855.91,0,0,40,40,40,36,0,0,0,5.1,160,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:13,9513.09,294,20.1,490,490,491,498,0,73.1,0,1,137.48,158,0,520,520,529,0,76.8,0,7115.79,0,0,40,40,40,36,0,0,0,6.2,158,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:14,9588.81,300,20.2,490,490,491,498,0,73.1,0,1,135.26,158,0,520,520,529,0,76.9,0,8396.57,0,0,40,40,40,36,0,0,0,5.9,158,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:15,9517.25,303,20.3,490,490,491,498,0,73.1,0,1,138.26,159,0,520,520,529,0,76.9,0,8228.36,0,0,40,40,40,36,0,0,0,5,159,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:16,9496.19,296,19.9,490,490,491,498,0,73.1,0,1,138.72,158,0,520,520,529,0,77.2,0,7210.18,0,0,40,40,40,36,0,0,0,4.7,158,0,520,521,520,529,0,77.2,0,2
2022-01-02_10:28:17,9569.1,291,20.2,490,490,491,498,0,73,0,1,138.54,157,0,520,520,529,0,77,0,6908.32,0,0,40,40,40,36,0,0,0,5.4,157,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:18,9544.67,295,20,490,490,491,498,0,73.1,0,1,139.34,157,0,520,520,529,0,77.2,0,7210.84,0,0,40,40,40,36,0,0,0,5.9,157,0,520,521,520,529,0,77.2,0,2
2022-01-02_10:28:19,9595.55,296,20.2,490,490,491,498,0,73.1,0,1,139.73,156,0,520,520,529,0,77.1,0,8491.17,0,0,40,40,40,36,0,0,0,5.7,156,0,520,521,520,529,0,77.1,0,2
2022-01-02_10:28:20,9583.25,295,20,490,490,491,498,0,72.9,0,1,140.57,154,0,520,519,529,0,77,0,7887.38,0,0,40,40,40,36,0,0,0,5.8,154,0,520,521,519,529,0,77,0,2
2022-01-02_10:28:21,9553.99,297,20.2,490,490,491,498,0,72.9,0,1,138.88,156,0,520,519,529,0,77,0,7037.04,0,0,40,40,40,36,0,0,0,5.1,156,0,520,521,519,529,0,77,0,2
2022-01-02_10:28:22,9530.38,297,20.3,490,490,491,498,0,73.1,0,1,140.45,157,0,520,519,529,0,76.9,0,6889.6,0,0,40,40,40,36,0,0,0,6,157,0,520,521,519,529,0,76.9,0,2
2022-01-02_10:28:23,9559.14,292,19.9,490,490,491,498,0,73.1,0,1,2106.34,156,0,520,519,529,0,76.9,0,7352.98,0,0,40,40,40,36,0,0,0,5.6,156,0,520,521,519,529,0,76.9,0,2
2022-01-02_10:28:24,9602.53,296,20.3,490,490,491,498,0,73.1,0,1,2110.23,155,0,520,520,529,0,76.9,0,8558.08,0,0,40,40,40,36,0,0,0,5,155,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:25,9555.45,297,20,490,490,491,498,0,73.1,0,1,2107.6,155,0,520,519,529,0,76.9,0,7556.36,0,0,40,40,40,36,0,0,0,6.3,155,0,520,521,519,529,0,76.9,0,2
2022-01-02_10:28:26,9564.7,296,20.2,490,490,491,498,0,73.1,0,1,3430.09,156,0,520,519,529,0,76.9,0,6926.73,0,0,40,40,40,36,0,0,0,6.4,156,0,520,521,519,529,0,76.9,0,2
2022-01-02_10:28:27,9551.28,298,20.2,490,490,491,498,0,73.1,0,1,3435.4,155,0,520,520,529,0,76.9,0,7001.91,0,0,40,40,40,36,0,0,0,7,155,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:28,9630.45,297,20,490,490,491,498,0,72.8,0,1,3425.51,155,0,520,520,529,0,76.9,0,7805.34,0,0,40,40,40,36,0,0,0,7,155,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:29,9611.17,295,20.3,490,490,491,498,0,72.8,0,1,3416.44,157,0,520,520,529,0,77,0,8363.83,0,0,40,40,40,36,0,0,0,7,157,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:30,9570.33,296,20.1,490,490,491,498,0,72.8,0,1,1468.61,156,0,520,520,529,0,77,0,7161.83,0,0,40,40,40,36,0,0,0,7.9,156,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:31,9543.1,298,20.1,490,490,491,498,0,72.8,0,1,1465.95,156,0,520,519,529,0,77,0,6790.15,0,0,40,40,40,36,0,0,0,7.5,156,0,520,521,519,529,0,77,0,2
2022-01-02_10:28:32,9598.25,294,20.2,490,490,491,498,0,73.3,0,1,1469.31,156,0,520,519,529,0,76.9,0,6932.13,0,0,40,40,40,36,0,0,0,6.5,156,0,520,521,519,529,0,76.9,0,2
2022-01-02_10:28:33,9619.99,295,20.1,490,490,491,498,0,73.3,0,1,1469.29,154,0,520,520,529,0,76.9,0,8011.51,0,0,40,40,40,36,0,0,0,6.5,154,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:34,9649.58,298,20.3,490,490,491,498,0,73.3,0,1,1467.89,153,0,520,520,529,0,76.9,0,7763.43,0,0,40,40,40,36,0,0,0,6.3,153,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:35,9683.83,297,19.9,490,490,491,498,0,73.3,0,1,1464.74,156,0,520,520,529,0,76.9,0,6957.44,0,0,40,40,40,36,0,0,0,6.2,156,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:36,9690.43,297,20.3,490,490,491,498,0,73.3,0,1,157.5,158,0,520,520,529,0,76.9,0,6803.4,0,0,40,40,40,36,0,0,0,6.7,158,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:37,9698.72,301,20.1,490,491,491,498,0,73.2,0,1,138.8,158,0,520,520,529,0,76.9,0,7313.38,0,0,40,40,40,36,0,0,0,7.1,158,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:38,9784.47,301,20.2,490,490,491,498,0,73.1,0,1,138.18,159,0,520,520,529,0,76.8,0,8283.56,0,0,40,40,40,36,0,0,0,6.5,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:40,9707.06,301,20.4,490,490,491,498,0,73.3,0,1,138.87,159,0,520,520,529,0,76.8,0,7309.12,0,0,40,40,40,36,0,0,0,6.3,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:40,9723.43,303,19.9,490,491,491,498,0,73.2,0,1,139.19,159,0,520,520,529,0,76.8,0,6832.66,0,0,40,40,40,36,0,0,0,6.9,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:41,9820.75,303,20.3,490,491,491,498,0,73.1,0,1,139.02,160,0,520,520,529,0,76.8,0,6827.79,0,0,40,40,40,36,0,0,0,7.1,160,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:42,9780.06,303,20,490,490,491,498,0,73.1,0,1,138.74,159,0,520,520,529,0,76.9,0,7734.47,0,0,40,40,40,36,0,0,0,6.7,159,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:28:43,9813.94,303,20.2,490,490,491,498,0,73,0,1,138.77,159,0,520,520,529,0,77,0,7839.79,0,0,40,40,40,36,0,0,0,6.8,159,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:44,9817.55,304,20.1,490,491,491,498,0,73,0,1,138.57,157,0,520,520,529,0,77,0,6957.65,0,0,40,40,40,36,0,0,0,5.9,157,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:45,9812.38,303,20,490,491,491,498,0,73,0,1,139.18,156,0,520,520,529,0,77,0,6735.6,0,0,40,40,40,36,0,0,0,6.3,156,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:48,9797.35,300,20.1,490,490,491,498,0,73,0,1,138.7,155,0,520,520,529,0,77,0,6899.44,0,0,40,40,40,36,0,0,0,6.1,155,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:48,9751.11,301,20.1,490,490,491,498,0,73.1,0,1,540.32,155,0,520,520,529,0,77,0,8187.97,0,0,40,40,40,36,0,0,0,6.5,155,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:49,9637.39,306,20.2,490,490,491,498,0,73.2,0,1,1835.04,157,0,520,520,529,0,76.8,0,7554.69,0,0,40,40,40,36,0,0,0,6.8,157,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:50,9660.03,301,20.3,490,490,491,498,0,73.2,0,1,1835.68,155,0,520,520,529,0,76.8,0,6954.25,0,0,40,40,40,36,0,0,0,6.4,155,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:53,9718.43,298,19.9,490,490,491,498,0,73.1,0,1,1835.61,157,0,520,520,529,0,76.8,0,6752.54,0,0,40,40,40,36,0,0,0,6,157,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:54,9758.83,301,20.4,490,490,491,498,0,73.1,0,1,1832.96,157,0,520,520,529,0,76.8,0,7050.05,0,0,40,40,40,36,0,0,0,6.2,157,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:55,9723.31,301,20.1,490,490,491,498,0,73.1,0,1,1834.78,157,0,520,520,529,0,77,0,8005.17,0,0,40,40,40,36,0,0,0,6.3,157,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:56,9579.41,302,20.1,490,490,491,498,0,73.1,0,1,1833.9,157,0,520,520,529,0,77,0,7193.85,0,0,40,40,40,36,0,0,0,6.7,157,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:57,9633.44,302,20.1,490,490,491,498,0,73.1,0,1,1834.14,156,0,520,520,529,0,77,0,6825.42,0,0,40,40,40,36,0,0,0,5.8,156,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:57,9611.75,301,20.1,490,490,491,498,0,73.2,0,1,1836.41,153,0,520,520,529,0,76.8,0,6809.62,0,0,40,40,40,36,0,0,0,6.7,153,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:28:59,9633.53,302,20.3,490,490,491,498,0,73.1,0,1,1832.48,155,0,520,520,529,0,77,0,7614.94,0,0,40,40,40,36,0,0,0,6.2,155,0,520,521,520,529,0,77,0,2
2022-01-02_10:28:59,9707.17,300,20.1,490,490,491,498,0,73.1,0,1,1829.94,155,0,520,520,529,0,76.8,0,7584.34,0,0,40,40,40,36,0,0,0,6.3,155,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:01,9650.63,298,20.2,490,490,491,498,0,73.1,0,1,1825.57,154,0,520,520,529,0,76.8,0,6940.2,0,0,40,40,40,36,0,0,0,5.7,154,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:01,9738.04,298,20.3,490,490,491,498,0,73.1,0,1,1830.11,156,0,520,520,529,0,77,0,6714.56,0,0,40,40,40,36,0,0,0,6.6,156,0,520,521,520,529,0,77,0,2
2022-01-02_10:29:03,9655.44,301,20.4,490,490,491,498,0,73.1,0,1,1825.13,156,0,520,520,529,0,76.9,0,7119.69,0,0,40,40,40,36,0,0,0,7.2,156,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:03,9651.13,303,19.9,490,490,491,498,0,73.3,0,1,1827.82,155,0,520,520,529,0,76.8,0,7975.39,0,0,40,40,40,36,0,0,0,6.1,155,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:06,9639.28,304,20.1,490,490,491,498,0,73.3,0,1,1816.96,154,0,520,520,529,0,77.2,0,7125.41,0,0,40,40,40,36,0,0,0,6,154,0,520,521,520,529,0,77.2,0,2
2022-01-02_10:29:06,9624.03,303,20.1,490,490,491,498,0,73.2,0,1,1830.4,154,0,520,520,529,0,77.2,0,6760.4,0,0,40,40,40,36,0,0,0,5.9,154,0,520,521,520,529,0,77.2,0,2
2022-01-02_10:29:07,9677.34,302,20.1,490,490,491,498,0,73.3,0,1,355.59,158,0,520,520,529,0,76.9,0,6756.21,0,0,40,40,40,36,0,0,0,6,158,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:08,9578.93,301,20.3,490,490,491,498,0,73.1,0,1,139.03,162,0,520,520,529,0,76.9,0,7644.36,0,0,40,40,40,36,0,0,0,6.5,162,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:09,9558.52,298,20,490,490,491,498,0,73.2,0,1,138.38,163,0,520,520,529,0,76.9,0,7557.46,0,0,40,40,40,36,0,0,0,6.6,163,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:10,9581.07,298,20.3,490,490,491,498,0,73.1,0,1,138.45,162,0,520,519,529,0,77,0,6828.26,0,0,40,40,40,36,0,0,0,5.8,162,0,520,521,519,529,0,77,0,2
2022-01-02_10:29:11,9560.09,295,20.1,490,490,491,498,0,73.1,0,1,138.3,163,0,520,520,529,0,76.9,0,6655.28,0,0,40,40,40,36,0,0,0,6.1,163,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:12,9561.95,295,20.2,490,490,491,498,0,73.1,0,1,137.96,162,0,520,520,529,0,76.9,0,7072.14,0,0,40,40,40,36,0,0,0,5.1,162,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:13,9562.24,296,20.4,490,490,491,498,0,73.1,0,1,138.81,160,0,520,519,529,0,76.9,0,7994.06,0,0,40,40,40,36,0,0,0,6.1,160,0,520,521,519,529,0,76.9,0,2
2022-01-02_10:29:14,9519.61,294,20,490,490,491,498,0,73.1,0,1,138.33,160,0,520,519,529,0,76.9,0,7134.35,0,0,40,40,40,36,0,0,0,6.5,160,0,520,521,519,529,0,76.9,0,2
2022-01-02_10:29:15,9493.33,294,20.2,490,490,491,498,0,73.2,0,1,138.53,159,0,520,519,529,0,76.9,0,6384.6,0,0,40,40,40,36,0,0,0,6.1,159,0,520,521,519,529,0,76.9,0,2
2022-01-02_10:29:16,9543.01,292,20,490,490,491,498,0,73.1,0,1,2029.47,158,0,520,520,529,0,76.9,0,6239.25,0,0,40,40,40,36,0,0,0,6.1,158,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:17,9500.46,292,20.3,490,490,491,498,0,73,0,1,2106.16,159,0,520,520,529,0,77,0,6910.93,0,0,40,40,40,36,0,0,0,6.3,159,0,520,521,520,529,0,77,0,2
2022-01-02_10:29:18,9524.27,295,20.1,490,491,491,498,0,73,0,1,2093.61,162,0,520,520,529,0,76.9,0,7410.44,0,0,40,40,40,36,0,0,0,5.9,162,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:19,9587.17,296,19.9,490,490,491,498,0,72.9,0,1,3403.69,162,0,520,520,529,0,76.9,0,6531.1,0,0,40,40,40,36,0,0,0,7.7,162,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:20,9609.5,297,20.3,490,490,491,498,0,73,0,1,3419.39,161,0,520,520,529,0,77,0,6269.26,0,0,40,40,40,36,0,0,0,7.5,161,0,520,521,520,529,0,77,0,2
2022-01-02_10:29:21,9621.29,297,19.9,490,490,491,498,0,73,0,1,3408.46,162,0,520,520,529,0,76.9,0,6603.07,0,0,40,40,40,36,0,0,0,8.2,162,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:22,9717.46,297,20.3,490,490,491,498,0,73,0,1,3414.6,162,0,520,520,529,0,76.8,0,7446.94,0,0,40,40,40,36,0,0,0,8.3,162,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:23,9716.1,296,20,490,490,491,498,0,73.1,0,1,1455.85,161,0,520,519,529,0,76.8,0,7179.23,0,0,40,40,40,36,0,0,0,8.1,161,0,520,521,519,529,0,76.8,0,2
2022-01-02_10:29:24,9644.42,298,20,490,490,491,498,0,73,0,1,1461.48,162,0,520,520,529,0,76.9,0,6454,0,0,40,40,40,36,0,0,0,8.4,162,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:25,9685.29,300,20.2,490,490,491,498,0,73,0,1,1465.8,163,0,520,520,529,0,76.8,0,6392.93,0,0,40,40,40,36,0,0,0,8.2,163,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:26,9750.15,298,20,490,490,491,498,0,73.1,0,1,1467.41,162,0,520,520,529,0,76.8,0,6919.34,0,0,40,40,40,36,0,0,0,6.2,162,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:27,9674.67,300,20,490,490,491,498,0,73.1,0,1,1463,162,0,520,520,529,0,76.9,0,7663.87,0,0,40,40,40,36,0,0,0,6.3,162,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:28,9679.59,302,20.3,490,490,491,498,0,73,0,1,1461.23,163,0,520,520,529,0,76.8,0,6821.63,0,0,40,40,40,36,0,0,0,7.3,163,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:29,9676.9,300,20,490,490,491,498,0,73,0,1,136.63,161,0,520,520,529,0,76.8,0,6476.04,0,0,40,40,40,36,0,0,0,6.5,161,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:30,9635.22,298,20.2,490,490,491,498,0,73,0,1,138.15,162,0,520,520,529,0,76.8,0,6749.5,0,0,40,40,40,36,0,0,0,6.3,162,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:31,9641.06,302,20,490,490,491,498,0,73,0,1,136.91,160,0,520,520,529,0,76.7,0,7845.04,0,0,40,40,40,36,0,0,0,6.4,160,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:29:32,9652.02,302,20.3,490,490,491,498,0,73,0,1,138.06,159,0,520,520,529,0,76.8,0,7361.54,0,0,40,40,40,36,0,0,0,6.3,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:33,9622.87,300,20,490,490,491,498,0,73,0,1,138.24,162,0,520,520,529,0,76.8,0,6715.72,0,0,40,40,40,36,0,0,0,5.9,162,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:34,9628.77,300,20.1,490,490,491,498,0,72.9,0,1,137.21,163,0,520,520,529,0,76.8,0,6635.61,0,0,40,40,40,36,0,0,0,5.7,163,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:35,9542.91,301,20.2,490,490,491,498,0,72.9,0,1,137.87,160,0,520,520,529,0,76.8,0,7080.71,0,0,40,40,40,36,0,0,0,6.2,160,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:36,9531.7,300,19.9,490,490,491,498,0,73,0,1,137.36,156,0,520,520,529,0,76.8,0,8079.14,0,0,40,40,40,36,0,0,0,5.1,156,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:37,9579.53,298,20.3,490,490,491,498,0,73,0,1,137.24,159,0,520,520,529,0,76.8,0,7144.89,0,0,40,40,40,36,0,0,0,6.6,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:38,9418.87,298,20,490,490,491,498,0,73.1,0,1,136.43,159,0,520,520,529,0,76.8,0,6688.49,0,0,40,40,40,36,0,0,0,5.2,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:39,9523.04,297,20.3,490,490,491,498,0,73.2,0,1,136.75,158,0,520,520,529,0,76.8,0,6736.49,0,0,40,40,40,36,0,0,0,5.1,158,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:40,9600.75,296,20.3,490,490,491,498,0,73.2,0,1,1158.19,159,0,520,520,529,0,76.8,0,7405.85,0,0,40,40,40,36,0,0,0,5.1,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:29:41,9535.8,295,20,490,490,491,498,0,73.2,0,1,1819.81,161,0,520,520,529,0,77,0,8000.25,0,0,40,40,40,36,0,0,0,5.5,161,0,520,521,520,529,0,77,0,2
2022-01-02_10:29:42,9577.39,297,20.3,490,490,491,498,0,73.1,0,1,1830.1,162,0,520,520,529,0,77.1,0,7007.36,0,0,40,40,40,36,0,0,0,5.4,162,0,520,521,520,529,0,77.1,0,2
2022-01-02_10:29:43,9625.33,298,20,490,490,491,498,0,73.1,0,1,1826.8,160,0,520,519,529,0,77,0,6730.72,0,0,40,40,40,36,0,0,0,6.4,160,0,520,521,519,529,0,77,0,2
2022-01-02_10:29:44,9697.43,296,20.2,490,490,491,498,0,73.1,0,1,1829.71,161,0,520,520,529,0,77,0,6962.17,0,0,40,40,40,36,0,0,0,5.9,161,0,520,521,520,529,0,77,0,2
2022-01-02_10:29:45,9700.68,297,20,490,490,491,498,0,73.2,0,1,1836.13,160,0,520,520,529,0,76.9,0,7848.43,0,0,40,40,40,36,0,0,0,6.6,160,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:46,9702.74,298,19.9,490,490,491,498,0,73.1,0,1,1832.89,156,0,520,520,529,0,76.9,0,7906.49,0,0,40,40,40,36,0,0,0,6.6,156,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:47,9673.31,304,20.2,490,490,491,498,0,73.2,0,1,1830.22,158,0,520,520,529,0,77,0,6970.83,0,0,40,40,40,36,0,0,0,6.4,158,0,520,521,520,529,0,77,0,2
2022-01-02_10:29:48,9675.19,303,20,490,490,491,498,0,73,0,1,1818.22,159,0,520,520,529,0,77.2,0,6709.75,0,0,40,40,40,36,0,0,0,5.8,159,0,520,521,520,529,0,77.2,0,2
2022-01-02_10:29:49,9663.22,303,20.2,490,490,491,498,0,73,0,1,1827.05,157,0,520,520,529,0,77,0,6880.75,0,0,40,40,40,36,0,0,0,6.3,157,0,520,521,520,529,0,77,0,2
2022-01-02_10:29:50,9678.15,306,20,490,490,491,498,0,73.1,0,1,1830.57,157,0,520,520,529,0,76.9,0,7579.35,0,0,40,40,40,36,0,0,0,7.1,157,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:51,9696.98,300,20.2,490,490,491,498,0,73,0,1,1820.54,159,0,520,520,529,0,76.9,0,8132.32,0,0,40,40,40,36,0,0,0,6.7,159,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:52,9722.57,298,20.3,490,490,491,498,0,73.1,0,1,1827.36,158,0,520,520,529,0,76.9,0,7440,0,0,40,40,40,36,0,0,0,6.2,158,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:53,9701.54,300,20.1,490,490,491,498,0,73.1,0,1,1822.28,158,0,520,520,529,0,76.9,0,6904.67,0,0,40,40,40,36,0,0,0,6.4,158,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:54,9665.33,301,20.3,490,490,491,498,0,73.1,0,1,1829.14,160,0,520,520,529,0,76.9,0,6730.76,0,0,40,40,40,36,0,0,0,7,160,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:55,9620.87,302,19.9,490,490,491,498,0,73,0,1,1827.89,159,0,520,520,529,0,76.9,0,6968.34,0,0,40,40,40,36,0,0,0,7,159,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:56,9664.07,301,20.2,490,490,491,498,0,73.1,0,1,1316.58,155,0,520,520,529,0,76.9,0,7983.9,0,0,40,40,40,36,0,0,0,6.1,155,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:29:57,9647.41,298,20.1,490,490,491,498,0,73.1,0,1,138.1,156,0,520,520,529,0,76.7,0,7873.85,0,0,40,40,40,36,0,0,0,6.7,156,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:29:58,9665.41,297,20.1,490,490,491,498,0,73,0,1,137.63,159,0,520,520,529,0,76.7,0,7047.4,0,0,40,40,40,36,0,0,0,7,159,0,520,521,520,529,0,76.7,0,2
2022-01-02_10:29:59,9638.53,303,20.4,490,490,491,498,0,73,0,1,139.17,159,0,520,520,529,0,76.8,0,6766.14,0,0,40,40,40,36,0,0,0,6.4,159,0,520,521,520,529,0,76.8,0,2
2022-01-02_10:30:00,9637.66,297,20,490,490,491,498,0,73,0,1,138.87,159,0,520,520,529,0,76.9,0,7156.3,0,0,40,40,40,36,0,0,0,6.1,159,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:30:01,9678.31,290,20.2,490,490,491,498,0,73,0,1,139.06,160,0,520,520,529,0,76.9,0,7916.47,0,0,40,40,40,36,0,0,0,5.5,160,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:30:02,9746.18,298,20.2,490,490,491,498,0,73.1,0,1,138.25,158,0,520,520,529,0,76.9,0,9064.99,0,0,40,40,40,36,0,0,0,6.4,158,0,520,521,520,529,0,76.9,0,2
2022-01-02_10:30:03,9729.19,306,20.2,490,490,491,498,0,73.1,0,1,138.21,155,0,520,520,529,0,77,0,7941.94,0,0,40,40,40,36,0,0,0,6.4,155,0,520,521,520,529,0,77,0,2
